Borough,Date,Time,Level of Offense,Location Description,Crime Description,Latitude,Longitude,Lat_Lon
Queens,03/02/2023,23:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM AUTO",40.761968,-73.93944,"(40.761968, -73.93944)"
Manhattan,03/02/2023,12:00:00,FELONY,INSIDE,"PROSTITUTION 3,PROMOTING BUSIN",40.716337,-74.001251,"(40.716337, -74.001251)"
Bronx,03/02/2023,08:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.857762,-73.894606,"(40.857762, -73.894606)"
Staten Island,03/03/2023,18:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.598517,-74.087371,"(40.598517, -74.087371)"
Queens,03/03/2023,12:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.75572,-73.874974,"(40.75572, -73.874974)"
Brooklyn,03/03/2023,00:01:00,FELONY,INSIDE,"CONSPIRACY 2, 1",40.671104,-73.913562,"(40.671104, -73.913562)"
Bronx,03/03/2023,20:30:00,MISDEMEANOR,(null),"TRAFFIC,UNCLASSIFIED MISDEMEAN",40.83960587351764,-73.91813882002738,"(40.83960587351764, -73.91813882002738)"
Brooklyn,03/03/2023,22:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",40.703499,-73.920029,"(40.703499, -73.920029)"
Brooklyn,03/03/2023,15:45:00,FELONY,INSIDE,CRIMINAL CONTEMPT 1,40.676091,-73.913736,"(40.676091, -73.913736)"
Brooklyn,03/06/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.712182,-73.963702,"(40.712182, -73.963702)"
Queens,03/06/2023,22:30:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.792885,-73.796689,"(40.792885, -73.796689)"
Bronx,03/07/2023,00:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)"
Brooklyn,03/07/2023,18:15:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CREDIT CARD U",40.698597,-73.944023,"(40.698597, -73.944023)"
Bronx,03/07/2023,08:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.860754,-73.90465,"(40.860754, -73.90465)"
Queens,03/07/2023,05:30:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.765877,-73.831161,"(40.765877, -73.831161)"
Queens,03/07/2023,11:53:00,MISDEMEANOR,FRONT OF,ASSAULT 3,40.72338,-73.798907,"(40.72338, -73.798907)"
Manhattan,03/08/2023,16:00:00,MISDEMEANOR,OPPOSITE OF,"SEXUAL ABUSE 3,2",40.7204418884676,-74.0067439741913,"(40.7204418884676, -74.0067439741913)"
Brooklyn,03/08/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED",40.708587,-73.937922,"(40.708587, -73.937922)"
Brooklyn,03/08/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.708587,-73.937922,"(40.708587, -73.937922)"
Brooklyn,03/08/2023,11:30:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.6984738177025,-73.917768981221,"(40.6984738177025, -73.917768981221)"
Bronx,03/08/2023,09:45:00,FELONY,INSIDE,ASSAULT POLICE/PEACE OFFICER,40.804008,-73.878333,"(40.804008, -73.878333)"
Brooklyn,03/08/2023,19:13:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT OF LICENSE PLATE",40.651122,-73.909068,"(40.651122, -73.909068)"
Queens,03/08/2023,15:20:00,MISDEMEANOR,INSIDE,"PUBLIC ADMINISTATION,UNCLASS M",40.710065,-73.734509,"(40.710065, -73.734509)"
Brooklyn,03/08/2023,22:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.691193,-73.911023,"(40.691193, -73.911023)"
Brooklyn,03/09/2023,14:50:00,MISDEMEANOR,(null),LEAVING SCENE-ACCIDENT-PERSONA,40.605470312797124,-73.96073092613479,"(40.605470312797124, -73.96073092613479)"
Manhattan,03/09/2023,11:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.809573,-73.949746,"(40.809573, -73.949746)"
Bronx,03/09/2023,00:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.871185,-73.900322,"(40.871185, -73.900322)"
Bronx,03/09/2023,06:01:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.83872163845646,-73.91377061389228,"(40.83872163845646, -73.91377061389228)"
Brooklyn,03/09/2023,23:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.633119,-73.888933,"(40.633119, -73.888933)"
Manhattan,03/10/2023,10:45:00,MISDEMEANOR,FRONT OF,"FORGERY,ETC.-MISD.",40.75589,-73.99634,"(40.75589, -73.99634)"
Manhattan,03/10/2023,14:00:00,FELONY,INSIDE,"LARCENY,GRAND BY EXTORTION",40.74741,-73.980044,"(40.74741, -73.980044)"
Queens,03/11/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.74879,-73.88319,"(40.74879, -73.88319)"
Manhattan,03/11/2023,18:30:00,FELONY,INSIDE,"BURGLARY,COMMERCIAL,NIGHT",40.747162,-73.988379,"(40.747162, -73.988379)"
Queens,03/11/2023,22:10:00,MISDEMEANOR,FRONT OF,"TRAFFIC,UNCLASSIFIED MISDEMEAN",40.752102,-73.872425,"(40.752102, -73.872425)"
Queens,03/11/2023,08:30:00,VIOLATION,(null),"HARASSMENT,SUBD 3,4,5",40.716170319153534,-73.80474244379732,"(40.716170319153534, -73.80474244379732)"
Manhattan,03/12/2023,15:23:00,MISDEMEANOR,OPPOSITE OF,"FORGERY,ETC.-MISD.",40.740301,-74.003825,"(40.740301, -74.003825)"
Manhattan,03/12/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.787884,-73.978586,"(40.787884, -73.978586)"
Bronx,03/12/2023,07:07:00,MISDEMEANOR,REAR OF,LEAVING SCENE-ACCIDENT-PERSONA,40.820946,-73.858016,"(40.820946, -73.858016)"
Brooklyn,03/12/2023,22:40:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.663866,-73.90001,"(40.663866, -73.90001)"
Bronx,03/12/2023,17:19:00,FELONY,INSIDE,"FALSE REPORT 1,FIRE",40.882642,-73.889489,"(40.882642, -73.889489)"
Bronx,03/12/2023,23:04:00,MISDEMEANOR,(null),ASSAULT 3,40.8574211488664,-73.89995518231908,"(40.8574211488664, -73.89995518231908)"
Brooklyn,03/13/2023,22:45:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.644374,-73.998532,"(40.644374, -73.998532)"
Bronx,03/13/2023,13:42:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.820713,-73.896921,"(40.820713, -73.896921)"
Queens,03/13/2023,20:07:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF VEHICLE ACCES",40.746665,-73.788928,"(40.746665, -73.788928)"
Brooklyn,03/14/2023,00:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.5940190586592,-73.9608543158447,"(40.5940190586592, -73.9608543158447)"
Brooklyn,03/14/2023,03:23:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.60142,-73.933355,"(40.60142, -73.933355)"
Bronx,03/14/2023,18:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.838543,-73.909396,"(40.838543, -73.909396)"
Manhattan,03/14/2023,08:10:00,FELONY,INSIDE,"MISCHIEF,CRIMINAL,    UNCL 2ND",40.825026,-73.954016,"(40.825026, -73.954016)"
Brooklyn,03/14/2023,10:28:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.678776,-73.955207,"(40.678776, -73.955207)"
Bronx,03/14/2023,11:30:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.8559,-73.897694,"(40.8559, -73.897694)"
Queens,03/14/2023,14:20:00,MISDEMEANOR,INSIDE,"MENACING,UNCLASSIFIED",40.697076,-73.745547,"(40.697076, -73.745547)"
Queens,03/14/2023,23:00:00,MISDEMEANOR,FRONT OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",40.698221,-73.905814,"(40.698221, -73.905814)"
Brooklyn,03/15/2023,21:21:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.642854,-73.993003,"(40.642854, -73.993003)"
Manhattan,03/15/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.760108,-73.963141,"(40.760108, -73.963141)"
Manhattan,03/15/2023,00:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.716872,-73.975721,"(40.716872, -73.975721)"
Manhattan,03/16/2023,23:35:00,MISDEMEANOR,INSIDE,"CONTEMPT,CRIMINAL",40.789302,-73.973835,"(40.789302, -73.973835)"
Brooklyn,03/16/2023,12:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.639156,-74.00575,"(40.639156, -74.00575)"
Brooklyn,03/16/2023,18:45:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.594667,-73.955617,"(40.594667, -73.955617)"
Bronx,03/16/2023,16:45:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.862368,-73.896509,"(40.862368, -73.896509)"
Brooklyn,03/16/2023,14:00:00,FELONY,(null),"FRAUD,UNCLASSIFIED-FELONY",40.672625,-73.877567,"(40.672625, -73.877567)"
Brooklyn,03/17/2023,20:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM AUTO",40.693384,-73.990591,"(40.693384, -73.990591)"
Brooklyn,03/17/2023,10:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.606895,-73.980495,"(40.606895, -73.980495)"
Queens,03/17/2023,10:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.733259,-73.853514,"(40.733259, -73.853514)"
Manhattan,03/18/2023,19:39:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.750423,-73.98928,"(40.750423, -73.98928)"
Bronx,03/18/2023,15:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.818833,-73.905953,"(40.818833, -73.905953)"
Queens,03/18/2023,00:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.581481,-73.844597,"(40.581481, -73.844597)"
Brooklyn,03/18/2023,16:15:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.678727,-73.908209,"(40.678727, -73.908209)"
Bronx,03/18/2023,19:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.820506,-73.853109,"(40.820506, -73.853109)"
Staten Island,03/19/2023,00:30:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.63681,-74.11865,"(40.63681, -74.11865)"
Manhattan,03/19/2023,16:24:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.748289726324444,-73.98817669911575,"(40.748289726324444, -73.98817669911575)"
Bronx,03/19/2023,18:30:00,FELONY,(null),"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",40.84382420337425,-73.91036660374264,"(40.84382420337425, -73.91036660374264)"
Queens,03/19/2023,09:05:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.70247387178277,-73.79992086969553,"(40.70247387178277, -73.79992086969553)"
Bronx,03/20/2023,15:25:00,MISDEMEANOR,INSIDE,"MENACING,UNCLASSIFIED",40.823205,-73.915361,"(40.823205, -73.915361)"
Brooklyn,03/20/2023,00:01:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.663314,-73.903748,"(40.663314, -73.903748)"
Bronx,03/20/2023,15:35:00,MISDEMEANOR,(null),RECKLESS ENDANGERMENT 2,40.845410556785,-73.89112534644192,"(40.845410556785, -73.89112534644192)"
Brooklyn,03/20/2023,21:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.683652,-73.868441,"(40.683652, -73.868441)"
Queens,03/21/2023,23:30:00,MISDEMEANOR,FRONT OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",40.677974,-73.86062,"(40.677974, -73.86062)"
Manhattan,03/21/2023,12:31:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.748289726324444,-73.98817669911575,"(40.748289726324444, -73.98817669911575)"
Manhattan,03/22/2023,23:23:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 1,CIVILIAN",40.816576,-73.944633,"(40.816576, -73.944633)"
Queens,03/22/2023,22:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.676959,-73.755364,"(40.676959, -73.755364)"
Bronx,03/22/2023,16:45:00,FELONY,FRONT OF,"ROBBERY,OPEN AREA UNCLASSIFIED",40.840132,-73.925861,"(40.840132, -73.925861)"
Queens,03/22/2023,23:03:00,MISDEMEANOR,FRONT OF,LEAVING SCENE-ACCIDENT-PERSONA,40.663322,-73.776927,"(40.663322, -73.776927)"
Queens,03/23/2023,22:15:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.6799807384666,-73.7762339071953,"(40.6799807384666, -73.7762339071953)"
Manhattan,03/23/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.794286,-73.941228,"(40.794286, -73.941228)"
Brooklyn,03/23/2023,15:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.667027,-73.919733,"(40.667027, -73.919733)"
Manhattan,03/23/2023,19:31:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.807094,-73.943873,"(40.807094, -73.943873)"
Brooklyn,03/23/2023,19:00:00,FELONY,INSIDE,RECKLESS ENDANGERMENT 1,40.675406,-73.937461,"(40.675406, -73.937461)"
Bronx,03/23/2023,12:23:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.869067,-73.8806,"(40.869067, -73.8806)"
Brooklyn,03/24/2023,09:37:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.68158,-73.879686,"(40.68158, -73.879686)"
Brooklyn,03/24/2023,00:01:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.70799,-73.944164,"(40.70799, -73.944164)"
Queens,03/24/2023,14:50:00,MISDEMEANOR,INSIDE,"SEXUAL MISCONDUCT,INTERCOURSE",40.7694951184418,-73.9150241703895,"(40.7694951184418, -73.9150241703895)"
Manhattan,03/24/2023,20:00:00,FELONY,(null),"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",40.87176755846462,-73.91336618320882,"(40.87176755846462, -73.91336618320882)"
Queens,03/24/2023,12:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.751841,-73.87427,"(40.751841, -73.87427)"
Queens,03/24/2023,20:30:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.714924,-73.835819,"(40.714924, -73.835819)"
Queens,03/25/2023,12:42:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.706931,-73.805544,"(40.706931, -73.805544)"
Manhattan,03/26/2023,14:35:00,FELONY,(null),"ASSAULT 2,1,UNCLASSIFIED",40.71858356413795,-73.99174613702135,"(40.71858356413795, -73.99174613702135)"
Manhattan,03/26/2023,09:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.866676,-73.924057,"(40.866676, -73.924057)"
Queens,03/27/2023,01:57:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 1,CIVILIAN",40.692113,-73.840047,"(40.692113, -73.840047)"
Queens,03/27/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.755877,-73.855408,"(40.755877, -73.855408)"
Bronx,03/27/2023,09:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.816541,-73.867664,"(40.816541, -73.867664)"
Manhattan,03/28/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.767328,-73.954874,"(40.767328, -73.954874)"
Manhattan,03/28/2023,03:00:00,MISDEMEANOR,(null),"INTOXICATED DRIVING,ALCOHOL",40.84984062411525,-73.93496654033319,"(40.84984062411525, -73.93496654033319)"
Bronx,03/28/2023,20:00:00,MISDEMEANOR,(null),"MENACING,UNCLASSIFIED",40.871119529499495,-73.87682640515442,"(40.871119529499495, -73.87682640515442)"
Bronx,03/29/2023,12:00:00,FELONY,FRONT OF,"CONTROLLED SUBSTANCE,SALE 1",40.844735,-73.845888,"(40.844735, -73.845888)"
Queens,03/29/2023,15:39:00,FELONY,(null),"FORGERY,DRIVERS LICENSE",40.77603931203533,-73.78491450953358,"(40.77603931203533, -73.78491450953358)"
Manhattan,03/30/2023,22:05:00,FELONY,FRONT OF,"CONTROLLED SUBSTANCE,INTENT TO",40.718153,-73.98699,"(40.718153, -73.98699)"
Brooklyn,03/31/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.626924,-73.933555,"(40.626924, -73.933555)"
Queens,03/31/2023,20:10:00,FELONY,(null),PROMOTING A SEXUAL PERFORMANCE,40.691398,-73.842574,"(40.691398, -73.842574)"
Brooklyn,04/01/2023,09:00:00,MISDEMEANOR,INSIDE,"FORGERY,ETC.-MISD.",40.601999,-73.981458,"(40.601999, -73.981458)"
Queens,04/01/2023,20:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.7431245994984,-73.9560680726795,"(40.7431245994984, -73.9560680726795)"
Staten Island,04/01/2023,15:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.534247,-74.18588,"(40.534247, -74.18588)"
Manhattan,04/01/2023,00:01:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.7669956423899,-73.9639223035387,"(40.7669956423899, -73.9639223035387)"
Brooklyn,04/01/2023,09:00:00,MISDEMEANOR,FRONT OF,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.601324,-74.007748,"(40.601324, -74.007748)"
Manhattan,04/01/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.793946,-73.951357,"(40.793946, -73.951357)"
Brooklyn,04/01/2023,00:01:00,FELONY,INSIDE,RAPE 1,40.6836512406856,-74.0003043120176,"(40.6836512406856, -74.0003043120176)"
Brooklyn,04/01/2023,09:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.591881,-73.995021,"(40.591881, -73.995021)"
Manhattan,04/01/2023,00:39:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.714054587119456,-73.99018838205971,"(40.714054587119456, -73.99018838205971)"
Manhattan,04/01/2023,00:01:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.748289726324444,-73.98817669911575,"(40.748289726324444, -73.98817669911575)"
Brooklyn,04/01/2023,12:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.694719,-73.941827,"(40.694719, -73.941827)"
Manhattan,04/01/2023,19:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.771683,-73.980915,"(40.771683, -73.980915)"
Brooklyn,04/01/2023,00:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.629316,-73.957073,"(40.629316, -73.957073)"
Bronx,04/01/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.820254,-73.897876,"(40.820254, -73.897876)"
Bronx,04/01/2023,19:00:00,FELONY,INSIDE,RAPE 1,40.8873136344706,-73.8472717577564,"(40.8873136344706, -73.8472717577564)"
Queens,04/01/2023,09:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.772531,-73.898442,"(40.772531, -73.898442)"
Queens,04/01/2023,11:00:00,MISDEMEANOR,INSIDE,"CHILD, ENDANGERING WELFARE",40.7265293769835,-73.7348645378882,"(40.7265293769835, -73.7348645378882)"
Brooklyn,04/03/2023,18:51:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.685744,-73.978685,"(40.685744, -73.978685)"
Brooklyn,04/03/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.607864,-73.971711,"(40.607864, -73.971711)"
Manhattan,04/03/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.790028,-73.948957,"(40.790028, -73.948957)"
Bronx,04/03/2023,09:04:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.892399,-73.85793,"(40.892399, -73.85793)"
Manhattan,04/04/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.765904,-73.980942,"(40.765904, -73.980942)"
Manhattan,04/04/2023,09:00:00,FELONY,INSIDE,"MISCHIEF,CRIMINAL,    UNCL 2ND",40.813343,-73.946995,"(40.813343, -73.946995)"
Bronx,04/05/2023,11:00:00,FELONY,INSIDE,"LARCENY,GRAND OF AUTO",40.822205,-73.880541,"(40.822205, -73.880541)"
Manhattan,04/05/2023,23:35:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.785639,-73.956366,"(40.785639, -73.956366)"
Queens,04/05/2023,15:35:00,MISDEMEANOR,FRONT OF,PETIT LARCENY-CHECK FROM MAILB,40.742165,-73.813772,"(40.742165, -73.813772)"
Manhattan,04/06/2023,15:00:00,FELONY,INSIDE,"PERJURY 2,1,ETC",40.715518,-74.001236,"(40.715518, -74.001236)"
Brooklyn,04/06/2023,18:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT OF LICENSE PLATE",40.679411,-73.922053,"(40.679411, -73.922053)"
Queens,04/06/2023,13:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.785109,-73.855049,"(40.785109, -73.855049)"
Manhattan,04/07/2023,21:00:00,FELONY,INSIDE,RAPE 3,40.7204418884676,-74.0067439741913,"(40.7204418884676, -74.0067439741913)"
Staten Island,04/07/2023,10:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.591817,-74.108054,"(40.591817, -74.108054)"
Brooklyn,04/07/2023,12:35:00,MISDEMEANOR,FRONT OF,AGGRAVATED HARASSMENT 2,40.690733,-73.988599,"(40.690733, -73.988599)"
Manhattan,04/08/2023,19:35:00,FELONY,INSIDE,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.739165,-73.982907,"(40.739165, -73.982907)"
Brooklyn,04/08/2023,00:00:00,MISDEMEANOR,(null),"LARCENY,PETIT OF LICENSE PLATE",40.65857784229935,-73.89062293057097,"(40.65857784229935, -73.89062293057097)"
Brooklyn,04/09/2023,08:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.670562,-73.870741,"(40.670562, -73.870741)"
Queens,04/10/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.756659,-73.895514,"(40.756659, -73.895514)"
Bronx,04/10/2023,19:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.87258,-73.825536,"(40.87258, -73.825536)"
Queens,04/10/2023,09:00:00,FELONY,(null),"FRAUD,UNCLASSIFIED-FELONY",40.761768,-73.791321,"(40.761768, -73.791321)"
Manhattan,04/11/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.722611,-73.992371,"(40.722611, -73.992371)"
Brooklyn,04/12/2023,11:02:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM OPEN AREAS,",40.663476,-73.989431,"(40.663476, -73.989431)"
Brooklyn,04/12/2023,17:20:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.677757,-73.888799,"(40.677757, -73.888799)"
Manhattan,04/13/2023,17:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.75597,-73.988861,"(40.75597, -73.988861)"
Brooklyn,04/13/2023,09:00:00,FELONY,INSIDE,BAIL JUMPING 1 & 2,40.694381,-73.987194,"(40.694381, -73.987194)"
Brooklyn,04/13/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.671261,-73.943413,"(40.671261, -73.943413)"
Bronx,04/13/2023,08:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.862368,-73.896509,"(40.862368, -73.896509)"
Manhattan,04/14/2023,17:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.781091,-73.953375,"(40.781091, -73.953375)"
Brooklyn,04/14/2023,17:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM PERSON,PICK",40.645259,-74.022717,"(40.645259, -74.022717)"
Manhattan,04/14/2023,11:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.810915,-73.94505,"(40.810915, -73.94505)"
Bronx,04/14/2023,13:40:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.862368,-73.896509,"(40.862368, -73.896509)"
Bronx,04/14/2023,15:50:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM STORE-SHOPL",40.86538320713337,-73.89346798066678,"(40.86538320713337, -73.89346798066678)"
Bronx,04/14/2023,19:40:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.862368,-73.896509,"(40.862368, -73.896509)"
Staten Island,04/15/2023,13:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.548353,-74.231565,"(40.548353, -74.231565)"
Manhattan,04/15/2023,00:01:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.76801,-73.954376,"(40.76801, -73.954376)"
Bronx,04/15/2023,18:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.862368,-73.896509,"(40.862368, -73.896509)"
Brooklyn,04/15/2023,21:00:00,FELONY,INSIDE,"MISCHIEF,CRIMINAL,    UNCL 2ND",40.598352,-73.776035,"(40.598352, -73.776035)"
Bronx,04/16/2023,15:40:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.862368,-73.896509,"(40.862368, -73.896509)"
Manhattan,04/17/2023,17:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.711382,-74.000106,"(40.711382, -74.000106)"
